Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
Nói chung ok nên mua ae à quá ok luôn ae à,-1,-1,-1,-1,-1,-1,1,-1,nói chung ổn nên mua ae à quá ổn luôn ae à,"['▁nói', '▁ch', 'ung', '▁ổn', '▁n', 'ên', '▁mua', '▁ae', '▁à', '▁quá', '▁ổn', '▁luôn', '▁ae', '▁à']","[0, 233, 11, 160, 645, 16, 31, 183, 1156, 363, 115, 645, 166, 1156, 363, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giao hàng nhanh, đóng gói cẩn thận, shipper nhiệt tình. Giày có vài chỗ bị bóp méo. Giày phù hợp với mọi lứa tuổi. Mik khuyên các bạn khi mua nên kick thêm 1 size nữa nhé. Nào có dịp mik sẽ ủng hộ shop nhé",-1,1,2,-1,2,1,1,-1,"giao hàng nhanh, đóng gói cẩn thận, shiper nhiệt tình. giày có vài chỗ bị bóp méo. giày phù hợp với mọi lứa tuổi. mik khuyên các bạn khi mua nên kick thêm 1 size nữa nhé. nào có dịp mik sẽ ủng hộ shop nhé","['▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁đó', 'ng', '▁g', 'ói', '▁c', 'ẩn', '▁th', 'ận', ',', '▁sh', 'ip', 'er', '▁nh', 'iệt', '▁t', 'ình', '.', '▁gi', 'ày', '▁có', '▁v', 'ài', '▁chỗ', '▁bị', '▁b', 'óp', '▁m', 'éo', '.', '▁gi', 'ày', '▁phù', '▁h', 'ợp', '▁v', 'ới', '▁m', 'ọi', '▁l', 'ứa', '▁tu', 'ổi', '.', '▁m', 'ik', '▁kh', 'uy', 'ên', '▁c', 'ác', '▁b', 'ạn', '▁khi', '▁mua', '▁n', 'ên', '▁k', 'ick', '▁th', 'êm', '▁1', '▁size', '▁n', 'ữa', '▁nhé', '.', '▁nào', '▁có', '▁d', 'ịp', '▁m', 'ik', '▁sẽ', '▁ủng', '▁hộ', '▁shop', '▁nhé']","[0, 33, 44, 13, 79, 87, 7, 14665, 136, 4, 20, 313, 5, 375, 12, 138, 14665, 223, 648, 267, 18, 282, 6, 39, 14660, 33, 193, 41, 15, 96, 806, 199, 14, 1116, 9, 506, 14660, 33, 193, 1318, 13, 491, 15, 54, 9, 301, 10, 508, 362, 292, 14660, 9, 423, 25, 43, 31, 5, 158, 14, 90, 248, 183, 16, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Đi tốt nha cạ nhà đế tầm 3p á ổn áp săn sale giá rẻ sẽ quay lại ủng hộ shop,1,-1,-1,1,-1,-1,1,-1,đi tốt nha cạ nhà đế tầm 3p á ổn áp săn sale giá rẻ sẽ quay lại ủng hộ shop,"['▁đi', '▁t', 'ốt', '▁nha', '▁cạ', '▁nhà', '▁đế', '▁t', 'ầm', '▁3', 'p', '▁á', '▁ổn', '▁áp', '▁s', 'ăn', '▁s', 'ale', '▁giá', '▁rẻ', '▁sẽ', '▁qu', 'ay', '▁l', 'ại', '▁ủng', '▁hộ', '▁shop']","[0, 48, 6, 185, 87, 8900, 226, 2360, 6, 384, 691, 14658, 247, 645, 1207, 19, 153, 19, 1212, 224, 752, 237, 37, 46, 10, 63, 716, 416, 308, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng đẹp nhưng hơi to đối với mình  hàng hơi khác với ảnh nên mua dùng thử,-1,-1,1,-1,2,2,1,-1,hàng đẹp nhưng hơi to đối với mình hàng hơi khác với ảnh nên mua dùng thử,"['▁h', 'àng', '▁đ', 'ẹp', '▁như', 'ng', '▁h', 'ơi', '▁to', '▁đ', 'ối', '▁v', 'ới', '▁m', 'ình', '▁h', 'àng', '▁h', 'ơi', '▁kh', 'ác', '▁v', 'ới', '▁ảnh', '▁n', 'ên', '▁mua', '▁d', 'ùng', '▁thử']","[0, 13, 79, 8, 165, 65, 4, 13, 74, 270, 8, 242, 15, 54, 9, 39, 13, 79, 13, 74, 25, 158, 15, 54, 444, 16, 31, 183, 22, 159, 720, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày khá đẹp nhưng còn 1 vài chi tiết lỗi , khâu lệch",-1,-1,1,0,-1,-1,0,-1,"giày khá đẹp nhưng còn 1 vài chi tiết lỗi , khâu lệch","['▁gi', 'ày', '▁khá', '▁đ', 'ẹp', '▁như', 'ng', '▁c', 'òn', '▁1', '▁v', 'ài', '▁chi', '▁t', 'iết', '▁l', 'ỗi', '▁,', '▁kh', 'âu', '▁lệ', 'ch']","[0, 33, 193, 552, 8, 165, 65, 4, 5, 119, 303, 15, 96, 276, 6, 152, 10, 329, 171, 25, 101, 1940, 60, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày xịn vs xinh lắm nha mn..giá hợp lí lun xem ảnh và video để tham khảo nha,2,-1,1,1,-1,-1,1,-1,giày xịn với xinh lắm nha mọi người..giá hợp lí luôn xem ảnh và video để tham khảo nha,"['▁gi', 'ày', '▁x', 'ịn', '▁v', 'ới', '▁x', 'inh', '▁l', 'ắm', '▁nha', '▁m', 'ọi', '▁ng', 'ười', '..', 'giá', '▁h', 'ợp', '▁lí', '▁luôn', '▁x', 'em', '▁ảnh', '▁và', '▁video', '▁để', '▁th', 'am', '▁kh', 'ảo', '▁nha']","[0, 33, 193, 34, 862, 15, 54, 34, 81, 10, 178, 87, 9, 301, 23, 92, 187, 5872, 13, 491, 1382, 166, 34, 157, 444, 62, 1067, 151, 12, 97, 25, 217, 87, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sản phẩm này rất đẹp và chuẩn màu sắc giống như hình quảng cáo chất liệu đat chuẩn luôn,-1,-1,1,-1,-1,-1,1,-1,sản phẩm này rất đẹp và chuẩn màu sắc giống như hình quảng cáo chất liệu đat chuẩn luôn,"['▁s', 'ản', '▁ph', 'ẩm', '▁này', '▁r', 'ất', '▁đ', 'ẹp', '▁và', '▁chu', 'ẩn', '▁màu', '▁s', 'ắc', '▁gi', 'ống', '▁như', '▁h', 'ình', '▁qu', 'ảng', '▁c', 'áo', '▁ch', 'ất', '▁l', 'iệu', '▁đ', 'at', '▁chu', 'ẩn', '▁luôn']","[0, 19, 169, 35, 277, 75, 24, 51, 8, 165, 62, 429, 375, 484, 19, 181, 33, 164, 65, 13, 39, 37, 553, 5, 441, 11, 51, 10, 442, 8, 355, 429, 375, 166, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giao hàng nhanh đóng gói sản phẩm chắc chắn giày khá đẹp hdjdj,-1,1,2,-1,-1,1,1,-1,giao hàng nhanh đóng gói sản phẩm chắc chắn giày khá đẹp hdjdj,"['▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁đó', 'ng', '▁g', 'ói', '▁s', 'ản', '▁ph', 'ẩm', '▁ch', 'ắc', '▁ch', 'ắn', '▁gi', 'ày', '▁khá', '▁đ', 'ẹp', '▁hd', 'jdj']","[0, 33, 44, 13, 79, 87, 7, 136, 4, 20, 313, 19, 169, 35, 277, 11, 181, 11, 307, 33, 193, 552, 8, 165, 5626, 4710, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sản phẩm tốt, phù hợp vs giá tiền, đi khá êm, mỗi tội có lẽ do vận chuyển nên giày ko đứng form lắm",-1,-1,-1,1,-1,-1,2,-1,"sản phẩm tốt, phù hợp với giá tiền, đi khá êm, mỗi tội có lẽ do vận chuyển nên giày không đứng form lắm","['▁s', 'ản', '▁ph', 'ẩm', '▁t', 'ốt', ',', '▁phù', '▁h', 'ợp', '▁v', 'ới', '▁giá', '▁t', 'iền', ',', '▁đi', '▁khá', '▁êm', ',', '▁m', 'ỗi', '▁t', 'ội', '▁có', '▁lẽ', '▁do', '▁v', 'ận', '▁ch', 'uy', 'ển', '▁n', 'ên', '▁gi', 'ày', '▁kh', 'ông', '▁đ', 'ứng', '▁form', '▁l', 'ắm']","[0, 19, 169, 35, 277, 6, 185, 14665, 1318, 13, 491, 15, 54, 224, 6, 209, 14665, 48, 552, 1526, 14665, 9, 329, 6, 299, 41, 1529, 452, 15, 138, 11, 43, 636, 16, 31, 33, 193, 25, 38, 8, 492, 3778, 10, 178, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Quá đẹp.vừa chân lùn.sẽ típ tục ủng hộ lần sau,-1,-1,1,-1,1,-1,1,-1,quá đẹp.vừa chân lùn.sẽ típ tục ủng hộ lần sau,"['▁quá', '▁đ', 'ẹp', '.', 'vừa', '▁ch', 'ân', '▁l', 'ùn', '.', 'sẽ', '▁típ', '▁t', 'ục', '▁ủng', '▁hộ', '▁l', 'ần', '▁s', 'au']","[0, 115, 8, 165, 14660, 10823, 11, 91, 10, 3022, 14660, 6528, 6606, 6, 342, 716, 416, 10, 76, 19, 172, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giao hàng khá nhanh đẹp đóng gói đẹp hàng đủ bill có miếng nhựa giữu form hoingj kh nát 10đ,-1,1,1,-1,-1,1,1,-1,giao hàng khá nhanh đẹp đóng gói đẹp hàng đủ bil có miếng nhựa giữu form hoingj không nát 10đ,"['▁gi', 'ao', '▁h', 'àng', '▁khá', '▁nha', 'nh', '▁đ', 'ẹp', '▁đó', 'ng', '▁g', 'ói', '▁đ', 'ẹp', '▁h', 'àng', '▁đủ', '▁b', 'il', '▁có', '▁m', 'iế', 'ng', '▁nh', 'ựa', '▁gi', 'ữu', '▁form', '▁h', 'oi', 'ng', 'j', '▁kh', 'ông', '▁n', 'át', '▁10', 'đ']","[0, 33, 44, 13, 79, 552, 87, 7, 8, 165, 136, 4, 20, 313, 8, 165, 13, 79, 487, 14, 1389, 41, 9, 57, 4, 18, 1022, 33, 1668, 3778, 13, 139, 4, 14723, 25, 38, 16, 238, 1573, 14648, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hơi mỏng phần nút cho dây giầy vào,-1,-1,-1,0,-1,-1,0,-1,hơi mỏng phần nút cho dây giày vào,"['▁h', 'ơi', '▁m', 'ỏng', '▁ph', 'ần', '▁n', 'út', '▁cho', '▁d', 'ây', '▁gi', 'ày', '▁vào']","[0, 13, 74, 9, 1007, 35, 76, 16, 425, 71, 22, 145, 33, 193, 239, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Có vào chỗ sổ chỉ nhưng rất okela  Gôdchop❤️🧋,-1,-1,-1,0,-1,-1,0,-1,có vào chỗ sổ chỉ nhưng rất okela gôdchop,"['▁có', '▁vào', '▁chỗ', '▁sổ', '▁chỉ', '▁như', 'ng', '▁r', 'ất', '▁ok', 'ela', '▁gô', 'd', 'ch', 'op']","[0, 41, 239, 806, 3065, 229, 65, 4, 24, 51, 387, 3684, 8287, 14663, 60, 186, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hàng ổn lắm ạ, shipper thân thiện.. Hình ảnh chỉ để nhận xu",-1,1,-1,-1,-1,-1,2,-1,"hàng ổn lắm ạ, shiper thân thiện.. hình ảnh chỉ để nhận xu","['▁h', 'àng', '▁ổn', '▁l', 'ắm', '▁ạ', ',', '▁sh', 'ip', 'er', '▁th', 'ân', '▁th', 'iện', '..', '▁h', 'ình', '▁ảnh', '▁chỉ', '▁để', '▁nh', 'ận', '▁xu']","[0, 13, 79, 645, 10, 178, 155, 14665, 223, 648, 267, 12, 91, 12, 263, 187, 13, 39, 444, 229, 151, 18, 138, 420, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày rất đẹp, đi êm chân, shop đóng gói kĩ càng và giao khá nhanh, mình thấy rất ưng ý với đôi giày này. Các bạn nên mua thử nhé",-1,1,1,-1,-1,-1,1,-1,"giày rất đẹp, đi êm chân, shop đóng gói kĩ càng và giao khá nhanh, mình thấy rất ưng ý với đôi giày này. các bạn nên mua thử nhé","['▁gi', 'ày', '▁r', 'ất', '▁đ', 'ẹp', ',', '▁đi', '▁êm', '▁ch', 'ân', ',', '▁shop', '▁đó', 'ng', '▁g', 'ói', '▁kĩ', '▁c', 'àng', '▁và', '▁gi', 'ao', '▁khá', '▁nha', 'nh', ',', '▁m', 'ình', '▁th', 'ấy', '▁r', 'ất', '▁ưng', '▁ý', '▁v', 'ới', '▁đ', 'ôi', '▁gi', 'ày', '▁này', '.', '▁c', 'ác', '▁b', 'ạn', '▁n', 'ên', '▁mua', '▁thử', '▁nhé']","[0, 33, 193, 24, 51, 8, 165, 14665, 48, 1526, 11, 91, 14665, 308, 136, 4, 20, 313, 1546, 5, 79, 62, 33, 44, 552, 87, 7, 14665, 9, 39, 12, 49, 24, 51, 1154, 394, 15, 54, 8, 78, 33, 193, 75, 14660, 5, 158, 14, 90, 16, 31, 183, 720, 228, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Thấy để tặng cột tóc mà hok có nhá. Nhưng mà giày đẹp lắm,-1,-1,1,-1,-1,-1,1,-1,thấy để tặng cột tóc mà hok có nhá. nhưng mà giày đẹp lắm,"['▁th', 'ấy', '▁để', '▁t', 'ặng', '▁c', 'ột', '▁t', 'óc', '▁mà', '▁h', 'ok', '▁có', '▁nhá', '.', '▁như', 'ng', '▁mà', '▁gi', 'ày', '▁đ', 'ẹp', '▁l', 'ắm']","[0, 12, 49, 151, 6, 408, 5, 214, 6, 383, 50, 13, 1008, 41, 1379, 14660, 65, 4, 50, 33, 193, 8, 165, 10, 178, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop chả có uy tín mọi người ạ , ai thấy đánh giá của mình thì đừng nên mua 2 đôi chung một đơn nhé , đặc 2 đôi giao 1 đôi shop không uy tín thì làm sao khách hàng ngta tin tưởng mà mua , sẽ không bao giờ mua shop này nữa",-1,-1,-1,-1,-1,0,0,-1,"shop chả có uy tín mọi người ạ , ai thấy đánh giá của mình thì đừng nên mua 2 đôi chung một đơn nhé , đặc 2 đôi giao 1 đôi shop không uy tín thì làm sao khách hàng ngta tin tưởng mà mua , sẽ không bao giờ mua shop này nữa","['▁shop', '▁chả', '▁có', '▁uy', '▁tín', '▁m', 'ọi', '▁ng', 'ười', '▁ạ', '▁,', '▁ai', '▁th', 'ấy', '▁đ', 'ánh', '▁giá', '▁c', 'ủa', '▁m', 'ình', '▁thì', '▁đ', 'ừng', '▁n', 'ên', '▁mua', '▁2', '▁đ', 'ôi', '▁ch', 'ung', '▁m', 'ột', '▁đ', 'ơn', '▁nhé', '▁,', '▁đ', 'ặc', '▁2', '▁đ', 'ôi', '▁gi', 'ao', '▁1', '▁đ', 'ôi', '▁shop', '▁kh', 'ông', '▁uy', '▁tín', '▁thì', '▁làm', '▁s', 'ao', '▁kh', 'ách', '▁h', 'àng', '▁ng', 'ta', '▁t', 'in', '▁t', 'ưở', 'ng', '▁mà', '▁mua', '▁,', '▁sẽ', '▁kh', 'ông', '▁b', 'ao', '▁giờ', '▁mua', '▁shop', '▁này', '▁n', 'ữa']","[0, 308, 729, 41, 2269, 1767, 9, 301, 23, 92, 155, 171, 265, 12, 49, 8, 262, 224, 5, 98, 9, 39, 61, 8, 328, 16, 31, 183, 466, 8, 78, 11, 160, 9, 214, 8, 124, 228, 171, 8, 347, 466, 8, 78, 33, 44, 303, 8, 78, 308, 25, 38, 2269, 1767, 61, 129, 19, 44, 25, 391, 13, 79, 23, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Shop giao hàng nhanh, đúng mẫu, đúng mô tả, chất lượng thì phải sử dụng mới rõ, nói chung là ưng í",-1,1,-1,2,-1,1,1,-1,"shop giao hàng nhanh, đúng mẫu, đúng mô tả, chất lượng thì phải sử dụng mới rõ, nói chung là ưng í","['▁shop', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁đ', 'úng', '▁m', 'ẫu', ',', '▁đ', 'úng', '▁mô', '▁tả', ',', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁thì', '▁ph', 'ải', '▁sử', '▁d', 'ụng', '▁m', 'ới', '▁rõ', ',', '▁nói', '▁ch', 'ung', '▁là', '▁ưng', '▁í']","[0, 308, 33, 44, 13, 79, 87, 7, 14665, 8, 208, 9, 869, 14665, 8, 208, 905, 1521, 14665, 11, 51, 10, 69, 4, 61, 35, 99, 683, 22, 374, 9, 54, 1129, 14665, 233, 11, 160, 29, 1154, 1662, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
GIÁ CẢ HỢP LÝ - CHẤT LƯỢNG CHO NÔNG DÂN CHÚNG TÔI,2,-1,-1,1,-1,-1,1,-1,giá cả hợp lý - chất lượng cho nông dân chúng tôi,"['▁giá', '▁cả', '▁h', 'ợp', '▁lý', '▁-', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁cho', '▁n', 'ông', '▁d', 'ân', '▁ch', 'úng', '▁t', 'ôi']","[0, 224, 133, 13, 491, 710, 317, 11, 51, 10, 69, 4, 71, 16, 38, 22, 91, 11, 208, 6, 78, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
